holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_of_week_0,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,hour_of_day_0,hour_of_day_1,hour_of_day_2,hour_of_day_3,hour_of_day_4,hour_of_day_5,hour_of_day_6,hour_of_day_7,hour_of_day_8,hour_of_day_9,hour_of_day_10,hour_of_day_11,hour_of_day_12,hour_of_day_13,hour_of_day_14,hour_of_day_15,hour_of_day_16,hour_of_day_17,hour_of_day_18,hour_of_day_19,hour_of_day_20,hour_of_day_21,hour_of_day_22,hour_of_day_23
0,1,0,0.5515695067264574,0.2622950819672131,0.02961969770843491,0.0,0,0.2579908675799087,0.0,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0.7331838565022422,0.6814988290398125,0.3197220867869332,0.0,0,0.35616438356164387,0.244,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0.6390134529147982,0.6814988290398125,0.4785470502194052,0.0,0,0.5022831050228311,0.644,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0.32959641255605376,0.45901639344262285,0.6746708922476842,0.0,0,0.2945205479452055,0.893,1.0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.11659192825112105,0.09367681498829035,0.32020965382740124,0.0,1,0.6027397260273972,0.244,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0.7757847533632287,0.9250585480093676,0.7185519258898099,0.002551119013567315,0,0.37214611872146125,0.986,1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.41255605381165916,0.5995316159250584,0.8423939541686981,0.01859224614433149,0,0.17123287671232879,1.0,0.9874213836477987,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0.6188340807174888,0.6533957845433255,0.4639200390053632,0.0,0,0.4018264840182649,0.244,1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0.984304932735426,0.9765807962529274,0.4077279375914188,0.0,0,0.3812785388127854,0.813,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0.7757847533632287,0.9414519906323185,0.7631643100926377,0.0,0,0.20547945205479454,0.7929999999999999,0.9937106918238994,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0.609865470852018,0.702576112412178,0.5841053144807411,0.0,0,0.5730593607305937,0.7929999999999999,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.7242152466367712,0.9484777517564402,0.9243052169673333,0.0,0,0.20547945205479454,0.7929999999999999,1.0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.5246636771300448,0.4449648711943794,0.26084836665041444,0.0,0,0.6232876712328768,0.9109999999999999,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.3632286995515695,0.5362997658079625,0.7999756216479766,0.0,0,0.1872146118721461,1.0,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.45067264573991034,0.3536299765807962,0.22745002437835202,0.0,0,0.3356164383561644,0.9279999999999999,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.6233183856502241,0.7822014051522247,0.7421989273525109,0.0,0,0.2100456621004566,0.462,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.22421524663677128,0.27166276346604207,0.4734275962944905,0.0,1,0.3972602739726027,0.7929999999999999,1.0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0.7869955156950673,0.8477751756440282,0.5193807898586056,0.0,0,0.2534246575342466,0.8029999999999999,1.0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0.32959641255605376,0.36533957845433246,0.4474646513895661,0.0,0,0.30593607305936077,0.898,1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0.3789237668161435,0.36533957845433246,0.3568990736226232,0.0,0,0.37214611872146125,0.865,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.30269058295964124,0.44964871194379386,0.726231106777182,0.0,0,0.15296803652968038,0.446,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.5650224215246638,0.6252927400468383,0.5117016089712335,0.0,0,0.15753424657534248,0.992,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0.49999999999999994,0.6791569086651054,0.809726962457338,0.0,0,0.11872146118721462,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.7847533632286995,0.7517564402810303,0.3539736713798147,0.0,0,0.2031963470319635,0.7929999999999999,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0.38789237668161425,0.3793911007025761,0.3660409556313994,0.0,0,0.4726027397260274,0.244,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.30269058295964124,0.32552693208430905,0.4218673817649927,0.0,0,0.33333333333333337,0.9009999999999999,1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.3789237668161435,0.40515222482435587,0.43588493417844953,0.0,0,0.4726027397260274,0.7929999999999999,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.32959641255605376,0.5222482435597189,0.8677474402730376,0.17270302655482975,0,0.2899543378995434,1.0,0.3207547169811321,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.742152466367713,0.8711943793911007,0.6718673817649927,0.0,0,0.44063926940639275,0.446,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.5672645739910314,0.667447306791569,0.5999512432959532,0.0,0,0.3356164383561644,0.823,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.6233183856502241,0.8337236533957844,0.8902974158946855,0.0,0,0.15296803652968038,0.893,1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.5246636771300448,0.45667447306791564,0.2787664553876158,0.0,0,0.4155251141552512,0.9640000000000001,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0.827354260089686,0.7377049180327868,0.27523159434422234,0.0,0,0.41324200913242015,0.244,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.5022421524663677,0.43091334894613575,0.2720624085811799,0.0,0,0.5296803652968036,0.845,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.195067264573991,0.2950819672131147,0.5962944904924427,0.0,0,0.10958904109589042,0.244,1.0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.5784753363228698,0.5878220140515221,0.40931253047294003,0.0,0,0.271689497716895,0.943,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.2309417040358744,0.3723653395784543,0.7090443686006827,0.0,0,0.2100456621004566,0.7929999999999999,1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.23991031390134526,0.4449648711943794,0.9179668454412483,0.0,0,0.20547945205479454,0.7929999999999999,0.8867924528301886,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0.41255605381165916,0.35128805620608894,0.2771818625060946,0.0,0,0.5684931506849316,0.244,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.6883408071748879,0.7540983606557378,0.5263286201852755,0.0,0,0.10958904109589042,0.831,1.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0.2668161434977578,0.4192037470725995,0.7406143344709898,0.005527424529395849,0,0.6278538812785388,0.992,1.0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.7399103139013453,0.9414519906323185,0.8616528522671868,0.0003092265470990685,0,0.6095890410958904,0.961,0.24528301886792453,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0.11659192825112105,0.0398126463700234,0.22428083861530962,0.0,0,0.49086757990867586,0.0,1.0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
